candidate_id,sample_source,semantic_bucket,exp_bucket,role_family,labeling_set,labeling_batch,label_status,llm_provider,industry,current_role
CAND_0097826,stratified,Bottom 25%,0-3 years,Search_IR,set_1,batch_1,unlabeled,,Manufacturing,Frontend Engineer
CAND_0031080,elite,,,Recommendation,set_1,batch_1,unlabeled,,Manufacturing,Operations Manager
CAND_0052802,stratified,Middle 50%,8+ years,NLP_LLM,set_1,batch_1,unlabeled,,Software,Mechanical Engineer
CAND_0048106,suspicious,,,Search_IR,set_1,batch_1,unlabeled,,Software,Content Writer
CAND_0059706,stratified,Middle 50%,5-8 years,Platform_MLOps,set_1,batch_1,unlabeled,,Software,Full Stack Developer
CAND_0083029,stratified,Top 25%,8+ years,Search_IR,set_1,batch_1,unlabeled,,IT Services,Accountant
CAND_0049246,stratified,Top 25%,8+ years,Search_IR,set_1,batch_1,unlabeled,,Conglomerate,Business Analyst
CAND_0021551,stratified,Middle 50%,5-8 years,NLP_LLM,set_1,batch_1,unlabeled,,IT Services,Project Manager
CAND_0020787,elite,,,Search_IR,set_1,batch_1,unlabeled,,Manufacturing,Marketing Manager
CAND_0039693,stratified,Bottom 25%,3-5 years,Non_Technical,set_1,batch_1,unlabeled,,IT Services,Content Writer
CAND_0036317,stratified,Top 25%,3-5 years,Search_IR,set_1,batch_1,unlabeled,,Paper Products,Sales Executive
CAND_0099411,suspicious,,,Search_IR,set_1,batch_1,unlabeled,,Software,Mechanical Engineer
CAND_0006875,stratified,Middle 50%,5-8 years,Platform_MLOps,set_1,batch_1,unlabeled,,Fintech,Java Developer
CAND_0054690,stratified,Bottom 25%,8+ years,Search_IR,set_1,batch_1,unlabeled,,Conglomerate,Sales Executive
CAND_0082158,elite,,,Search_IR,set_1,batch_1,unlabeled,,Paper Products,HR Manager
CAND_0086858,suspicious,,,Search_IR,set_1,batch_1,unlabeled,,Software,Civil Engineer
CAND_0093746,stratified,Middle 50%,3-5 years,Analytics,set_1,batch_1,unlabeled,,IT Services,Business Analyst
CAND_0092613,stratified,Middle 50%,0-3 years,Analytics,set_1,batch_1,unlabeled,,Software,Business Analyst
CAND_0042526,suspicious,,,Search_IR,set_1,batch_1,unlabeled,,Software,Mechanical Engineer
CAND_0005722,stratified,Middle 50%,0-3 years,Platform_MLOps,set_1,batch_1,unlabeled,,Manufacturing,Software Engineer
CAND_0028221,stratified,Top 25%,5-8 years,NLP_LLM,set_1,batch_1,unlabeled,,IT Services,Civil Engineer
CAND_0093255,stratified,Middle 50%,8+ years,NLP_LLM,set_1,batch_2,unlabeled,,Conglomerate,Customer Support
CAND_0048510,stratified,Top 25%,8+ years,Search_IR,set_1,batch_2,unlabeled,,IT Services,Mechanical Engineer
CAND_0006650,stratified,Middle 50%,3-5 years,Backend,set_1,batch_2,unlabeled,,E-commerce,Cloud Engineer
CAND_0048140,stratified,Top 25%,3-5 years,Analytics,set_1,batch_2,unlabeled,,Software,Sales Executive
CAND_0090223,stratified,Middle 50%,8+ years,Search_IR,set_1,batch_2,unlabeled,,IT Services,Project Manager
CAND_0057202,elite,,,Search_IR,set_1,batch_1,unlabeled,,Software,Civil Engineer
CAND_0011758,suspicious,,,Search_IR,set_1,batch_1,unlabeled,,Conglomerate,Civil Engineer
CAND_0073022,stratified,Middle 50%,8+ years,Search_IR,set_1,batch_2,unlabeled,,IT Services,Sales Executive
CAND_0082245,stratified,Bottom 25%,8+ years,Search_IR,set_1,batch_2,unlabeled,,Manufacturing,Content Writer
CAND_0098389,elite,,,Search_IR,set_1,batch_1,unlabeled,,Manufacturing,Project Manager
CAND_0098396,stratified,Middle 50%,5-8 years,Backend,set_1,batch_2,unlabeled,,Software,QA Engineer
CAND_0094972,stratified,Middle 50%,3-5 years,Search_IR,set_1,batch_2,unlabeled,,Manufacturing,HR Manager
CAND_0016484,stratified,Bottom 25%,3-5 years,Platform_MLOps,set_1,batch_2,unlabeled,,Manufacturing,Mobile Developer
CAND_0023830,stratified,Middle 50%,0-3 years,Platform_MLOps,set_1,batch_2,unlabeled,,Software,Content Writer
CAND_0034205,stratified,Middle 50%,8+ years,Non_Technical,set_1,batch_2,unlabeled,,IT Services,Content Writer
CAND_0074818,suspicious,,,Search_IR,set_1,batch_1,unlabeled,,IT Services,Operations Manager
CAND_0088995,suspicious,,,Search_IR,set_1,batch_1,unlabeled,,Software,Operations Manager
CAND_0065305,stratified,Bottom 25%,5-8 years,NLP_LLM,set_1,batch_2,unlabeled,,IT Services,Accountant
CAND_0051764,stratified,Bottom 25%,5-8 years,Platform_MLOps,set_1,batch_2,unlabeled,,IT Services,Mobile Developer
CAND_0058953,stratified,Middle 50%,8+ years,NLP_LLM,set_1,batch_2,unlabeled,,Conglomerate,HR Manager
CAND_0041836,stratified,Bottom 25%,5-8 years,Platform_MLOps,set_1,batch_2,unlabeled,,Software,DevOps Engineer
CAND_0089902,elite,,,Search_IR,set_1,batch_1,unlabeled,,Manufacturing,Project Manager
CAND_0070184,stratified,Top 25%,8+ years,Analytics,set_1,batch_2,unlabeled,,Software,Business Analyst
CAND_0055352,suspicious,,,Search_IR,set_1,batch_1,unlabeled,,IT Services,Graphic Designer
CAND_0007478,stratified,Bottom 25%,5-8 years,NLP_LLM,set_1,batch_2,unlabeled,,Fintech,Frontend Engineer
CAND_0046382,stratified,Bottom 25%,8+ years,Search_IR,set_1,batch_2,unlabeled,,Software,Graphic Designer
CAND_0002331,stratified,Bottom 25%,0-3 years,Platform_MLOps,set_1,batch_2,unlabeled,,Manufacturing,Frontend Engineer
CAND_0009996,stratified,Bottom 25%,0-3 years,Platform_MLOps,set_1,batch_2,unlabeled,,IT Services,Mobile Developer
CAND_0023533,stratified,Bottom 25%,3-5 years,ML_Engineer,set_1,batch_2,unlabeled,,Manufacturing,.NET Developer
CAND_0022713,elite,,,Analytics,set_1,batch_1,unlabeled,,Paper Products,Mechanical Engineer
CAND_0000967,elite,,,Search_IR,set_1,batch_1,unlabeled,,Software,HR Manager
CAND_0011017,stratified,Top 25%,5-8 years,Non_Technical,set_1,batch_2,unlabeled,,IT Services,Sales Executive
CAND_0046552,elite,,,Search_IR,set_1,batch_1,unlabeled,,Software,Mechanical Engineer
CAND_0052563,stratified,Middle 50%,8+ years,Search_IR,set_1,batch_2,unlabeled,,Manufacturing,Marketing Manager
CAND_0002044,stratified,Middle 50%,5-8 years,NLP_LLM,set_1,batch_2,unlabeled,,IT Services,Sales Executive
CAND_0033850,stratified,Top 25%,8+ years,Analytics,set_1,batch_2,unlabeled,,IT Services,Marketing Manager
CAND_0095814,stratified,Middle 50%,5-8 years,Search_IR,set_1,batch_2,unlabeled,,Software,Mechanical Engineer
CAND_0019691,suspicious,,,Search_IR,set_1,batch_1,unlabeled,,Conglomerate,Customer Support
CAND_0098770,elite,,,Search_IR,set_1,batch_1,unlabeled,,Manufacturing,Civil Engineer
CAND_0018139,stratified,Middle 50%,0-3 years,Backend,set_1,batch_2,unlabeled,,Conglomerate,Mobile Developer
CAND_0097843,stratified,Middle 50%,8+ years,NLP_LLM,set_1,batch_2,unlabeled,,Manufacturing,Content Writer
CAND_0048859,elite,,,Search_IR,set_1,batch_1,unlabeled,,IT Services,Civil Engineer
CAND_0032754,elite,,,Search_IR,set_1,batch_1,unlabeled,,IT Services,Sales Executive
CAND_0049879,stratified,Bottom 25%,3-5 years,Data_Science,set_1,batch_2,unlabeled,,Conglomerate,.NET Developer
CAND_0004599,stratified,Bottom 25%,8+ years,NLP_LLM,set_1,batch_2,unlabeled,,Manufacturing,Accountant
CAND_0095619,stratified,Middle 50%,8+ years,Search_IR,set_1,batch_2,unlabeled,,E-commerce,NLP Engineer
CAND_0072482,stratified,Middle 50%,8+ years,NLP_LLM,set_1,batch_2,unlabeled,,Manufacturing,Customer Support
CAND_0048880,stratified,Top 25%,8+ years,NLP_LLM,set_1,batch_2,unlabeled,,Software,Civil Engineer
CAND_0039329,elite,,,Search_IR,set_1,batch_1,unlabeled,,Software,Operations Manager
CAND_0013490,stratified,Middle 50%,8+ years,Analytics,set_1,batch_2,unlabeled,,Software,Project Manager
CAND_0077451,stratified,Top 25%,8+ years,Search_IR,set_1,batch_2,unlabeled,,Conglomerate,Sales Executive
CAND_0043833,stratified,Top 25%,3-5 years,Platform_MLOps,set_1,batch_2,unlabeled,,Fintech,Software Engineer
CAND_0095754,stratified,Bottom 25%,0-3 years,Platform_MLOps,set_1,batch_2,unlabeled,,IT Services,.NET Developer
CAND_0055339,stratified,Bottom 25%,8+ years,Search_IR,set_1,batch_2,unlabeled,,Manufacturing,Sales Executive
CAND_0029625,stratified,Middle 50%,8+ years,Search_IR,set_1,batch_2,unlabeled,,Manufacturing,Customer Support
CAND_0086957,elite,,,Search_IR,set_1,batch_1,unlabeled,,IT Services,Project Manager
CAND_0025252,stratified,Top 25%,8+ years,Search_IR,set_1,batch_2,unlabeled,,Conglomerate,Graphic Designer
CAND_0078957,stratified,Bottom 25%,8+ years,Search_IR,set_1,batch_2,unlabeled,,Manufacturing,Marketing Manager
CAND_0013465,stratified,Top 25%,8+ years,Analytics,set_1,batch_2,unlabeled,,Software,Business Analyst
CAND_0029676,elite,,,Search_IR,set_1,batch_1,unlabeled,,IT Services,HR Manager
CAND_0054300,stratified,Middle 50%,0-3 years,Backend,set_1,batch_2,unlabeled,,Software,DevOps Engineer
CAND_0010438,suspicious,,,NLP_LLM,set_1,batch_1,unlabeled,,IT Services,Full Stack Developer
CAND_0032480,stratified,Top 25%,8+ years,Platform_MLOps,set_1,batch_2,unlabeled,,Manufacturing,Mechanical Engineer
CAND_0076946,suspicious,,,Search_IR,set_1,batch_1,unlabeled,,Manufacturing,Civil Engineer
CAND_0054638,stratified,Middle 50%,8+ years,Search_IR,set_1,batch_2,unlabeled,,Software,Project Manager
CAND_0039194,suspicious,,,NLP_LLM,set_1,batch_1,unlabeled,,Fintech,Data Analyst
CAND_0061144,stratified,Middle 50%,3-5 years,Platform_MLOps,set_1,batch_2,unlabeled,,IT Services,Java Developer
CAND_0076990,suspicious,,,Search_IR,set_1,batch_1,unlabeled,,Manufacturing,Mechanical Engineer
CAND_0097062,stratified,Middle 50%,0-3 years,Platform_MLOps,set_1,batch_2,unlabeled,,Software,Java Developer
CAND_0019395,stratified,Middle 50%,0-3 years,NLP_LLM,set_1,batch_2,unlabeled,,Fintech,Cloud Engineer
CAND_0086841,stratified,Middle 50%,0-3 years,Non_Technical,set_1,batch_2,unlabeled,,Software,Project Manager
CAND_0036563,stratified,Bottom 25%,8+ years,Search_IR,set_1,batch_2,unlabeled,,IT Services,Accountant
CAND_0050521,suspicious,,,NLP_LLM,set_1,batch_1,unlabeled,,Manufacturing,Software Engineer
CAND_0002833,stratified,Top 25%,5-8 years,Analytics,set_1,batch_2,unlabeled,,Manufacturing,Civil Engineer
CAND_0001346,stratified,Top 25%,0-3 years,Platform_MLOps,set_1,batch_2,unlabeled,,Software,DevOps Engineer
CAND_0087158,stratified,Top 25%,3-5 years,Non_Technical,set_1,batch_2,unlabeled,,Software,Mechanical Engineer
CAND_0051162,stratified,Bottom 25%,8+ years,Search_IR,set_1,batch_2,unlabeled,,Manufacturing,Business Analyst
CAND_0004917,stratified,Top 25%,5-8 years,Non_Technical,set_1,batch_2,unlabeled,,Manufacturing,Civil Engineer
CAND_0092203,stratified,Middle 50%,5-8 years,Recommendation,set_1,batch_2,unlabeled,,IT Services,Full Stack Developer
CAND_0062439,stratified,Bottom 25%,3-5 years,Search_IR,set_1,batch_2,unlabeled,,Manufacturing,Graphic Designer
CAND_0069781,stratified,Middle 50%,8+ years,NLP_LLM,set_1,batch_2,unlabeled,,IT Services,Project Manager
CAND_0090554,elite,,,Search_IR,set_1,batch_1,unlabeled,,Conglomerate,Sales Executive
CAND_0068543,suspicious,,,Search_IR,set_1,batch_2,unlabeled,,Software,Customer Support
CAND_0046698,elite,,,Search_IR,set_1,batch_1,unlabeled,,Paper Products,Graphic Designer
CAND_0030544,stratified,Middle 50%,3-5 years,Platform_MLOps,set_1,batch_2,unlabeled,,Consulting,Cloud Engineer
CAND_0037417,suspicious,,,Search_IR,set_1,batch_2,unlabeled,,SaaS,Data Scientist
CAND_0005185,stratified,Bottom 25%,0-3 years,Non_Technical,set_1,batch_2,unlabeled,,Manufacturing,Cloud Engineer
CAND_0091267,stratified,Bottom 25%,8+ years,Search_IR,set_1,batch_2,unlabeled,,Software,Marketing Manager
CAND_0086760,elite,,,Search_IR,set_1,batch_2,unlabeled,,Manufacturing,Operations Manager
CAND_0003962,elite,,,Search_IR,set_1,batch_2,unlabeled,,Software,HR Manager
CAND_0038317,stratified,Middle 50%,3-5 years,Backend,set_1,batch_2,unlabeled,,Manufacturing,Frontend Engineer
CAND_0004716,stratified,Top 25%,0-3 years,Analytics,set_1,batch_2,unlabeled,,Manufacturing,Business Analyst
CAND_0056421,stratified,Top 25%,3-5 years,Non_Technical,set_1,batch_2,unlabeled,,IT Services,Customer Support
CAND_0078984,suspicious,,,Search_IR,set_1,batch_2,unlabeled,,Manufacturing,Customer Support
CAND_0062208,suspicious,,,Search_IR,set_1,batch_2,unlabeled,,Software,Accountant
CAND_0081650,stratified,Middle 50%,8+ years,Search_IR,set_1,batch_2,unlabeled,,IT Services,HR Manager
CAND_0050781,stratified,Middle 50%,3-5 years,Backend,set_1,batch_2,unlabeled,,Manufacturing,.NET Developer
CAND_0089216,stratified,Top 25%,8+ years,Platform_MLOps,set_1,batch_2,unlabeled,,Consulting,Software Engineer
CAND_0096943,elite,,,Search_IR,set_1,batch_2,unlabeled,,IT Services,HR Manager
CAND_0082686,suspicious,,,ML_Engineer,set_1,batch_2,unlabeled,,Fintech,Software Engineer
CAND_0000794,stratified,Middle 50%,0-3 years,Other,set_1,batch_2,unlabeled,,Software,Accountant
CAND_0083586,stratified,Middle 50%,5-8 years,Analytics,set_1,batch_2,unlabeled,,IT Services,Civil Engineer
CAND_0087715,stratified,Middle 50%,0-3 years,Backend,set_1,batch_2,unlabeled,,Consulting,Cloud Engineer
CAND_0099293,stratified,Bottom 25%,0-3 years,Backend,set_1,batch_2,unlabeled,,IT Services,.NET Developer
CAND_0088797,suspicious,,,Search_IR,set_1,batch_2,unlabeled,,Software,Graphic Designer
CAND_0085719,stratified,Top 25%,8+ years,Search_IR,set_1,batch_2,unlabeled,,Software,Mechanical Engineer
CAND_0052445,suspicious,,,Platform_MLOps,set_1,batch_2,unlabeled,,E-commerce,Cloud Engineer
CAND_0077350,elite,,,Search_IR,set_1,batch_2,unlabeled,,Manufacturing,HR Manager
CAND_0049363,stratified,Top 25%,5-8 years,Search_IR,set_1,batch_2,unlabeled,,Paper Products,Marketing Manager
CAND_0023276,stratified,Bottom 25%,8+ years,Analytics,set_1,batch_2,unlabeled,,Software,Accountant
CAND_0055795,stratified,Bottom 25%,8+ years,Analytics,set_1,batch_2,unlabeled,,Software,Content Writer
CAND_0013311,suspicious,,,Search_IR,set_1,batch_2,unlabeled,,Software,Customer Support
CAND_0066159,stratified,Bottom 25%,3-5 years,Other,set_1,batch_2,unlabeled,,Software,Content Writer
CAND_0087128,stratified,Middle 50%,5-8 years,NLP_LLM,set_1,batch_2,unlabeled,,E-commerce,Data Analyst
CAND_0045472,stratified,Top 25%,5-8 years,Search_IR,set_1,batch_2,unlabeled,,Food Delivery,Frontend Engineer
CAND_0030234,stratified,Top 25%,8+ years,Backend,set_1,batch_2,unlabeled,,Food Delivery,Software Engineer
CAND_0037814,stratified,Bottom 25%,8+ years,Platform_MLOps,set_1,batch_2,unlabeled,,IT Services,Frontend Engineer
CAND_0018728,stratified,Bottom 25%,3-5 years,NLP_LLM,set_1,batch_2,unlabeled,,IT Services,Mobile Developer
CAND_0042143,stratified,Middle 50%,8+ years,Analytics,set_1,batch_2,unlabeled,,IT Services,Operations Manager
CAND_0036715,elite,,,Search_IR,set_1,batch_2,unlabeled,,Manufacturing,Project Manager
CAND_0012319,stratified,Top 25%,0-3 years,Data_Science,set_1,batch_2,unlabeled,,IT Services,Business Analyst
CAND_0006367,suspicious,,,NLP_LLM,set_1,batch_2,unlabeled,,Fintech,QA Engineer
CAND_0027392,stratified,Middle 50%,8+ years,Search_IR,set_1,batch_2,unlabeled,,Manufacturing,Business Analyst
CAND_0051149,stratified,Bottom 25%,5-8 years,Platform_MLOps,set_1,batch_2,unlabeled,,Manufacturing,Mobile Developer
CAND_0044205,stratified,Middle 50%,8+ years,NLP_LLM,set_1,batch_2,unlabeled,,IT Services,Operations Manager
CAND_0036303,stratified,Top 25%,5-8 years,Search_IR,set_1,batch_2,unlabeled,,Paper Products,Operations Manager
CAND_0062438,stratified,Middle 50%,5-8 years,Search_IR,set_1,batch_2,unlabeled,,Manufacturing,Mechanical Engineer
CAND_0057990,stratified,Top 25%,3-5 years,Non_Technical,set_1,batch_2,unlabeled,,Manufacturing,HR Manager
CAND_0026964,stratified,Middle 50%,5-8 years,NLP_LLM,set_1,batch_2,unlabeled,,Consulting,Cloud Engineer
CAND_0030131,stratified,Bottom 25%,5-8 years,NLP_LLM,set_1,batch_2,unlabeled,,Transportation,Data Analyst
CAND_0095844,elite,,,Search_IR,set_1,batch_2,unlabeled,,Manufacturing,Mechanical Engineer
CAND_0044646,stratified,Bottom 25%,3-5 years,Platform_MLOps,set_1,batch_2,unlabeled,,Fintech,Mobile Developer
CAND_0093647,suspicious,,,Backend,set_1,batch_2,unlabeled,,Fintech,Mobile Developer
CAND_0096402,stratified,Bottom 25%,8+ years,Analytics,set_1,batch_2,unlabeled,,Paper Products,Accountant
CAND_0097292,elite,,,Search_IR,set_1,batch_2,unlabeled,,Manufacturing,Project Manager
CAND_0084388,stratified,Top 25%,0-3 years,Search_IR,set_1,batch_2,unlabeled,,IT Services,Business Analyst
CAND_0005933,stratified,Top 25%,3-5 years,Analytics,set_1,batch_2,unlabeled,,Conglomerate,Sales Executive
CAND_0028069,stratified,Middle 50%,5-8 years,Platform_MLOps,set_1,batch_2,unlabeled,,Fintech,Frontend Engineer
CAND_0064169,suspicious,,,Search_IR,set_1,batch_2,unlabeled,,Manufacturing,HR Manager
CAND_0071334,suspicious,,,Search_IR,set_1,batch_2,unlabeled,,Software,Customer Support
CAND_0072457,stratified,Bottom 25%,5-8 years,Search_IR,set_1,batch_2,unlabeled,,IT Services,Analytics Engineer
CAND_0080103,stratified,Middle 50%,5-8 years,Platform_MLOps,set_1,batch_2,unlabeled,,Food Delivery,Frontend Engineer
CAND_0000098,stratified,Top 25%,0-3 years,Analytics,set_1,batch_2,unlabeled,,IT Services,Business Analyst
CAND_0077283,elite,,,Non_Technical,set_1,batch_2,unlabeled,,Software,Mechanical Engineer
CAND_0046801,stratified,Bottom 25%,8+ years,NLP_LLM,set_1,batch_2,unlabeled,,IT Services,Marketing Manager
CAND_0051901,stratified,Middle 50%,5-8 years,Non_Technical,set_1,batch_2,unlabeled,,Software,HR Manager
CAND_0025524,stratified,Bottom 25%,8+ years,Non_Technical,set_1,batch_2,unlabeled,,IT Services,Project Manager
CAND_0093857,stratified,Middle 50%,5-8 years,NLP_LLM,set_1,batch_2,unlabeled,,Manufacturing,Business Analyst
CAND_0019162,suspicious,,,Platform_MLOps,set_1,batch_2,unlabeled,,IT Services,.NET Developer
CAND_0033180,stratified,Top 25%,0-3 years,Data_Science,set_1,batch_2,unlabeled,,IT Services,Civil Engineer
CAND_0098722,elite,,,Search_IR,set_1,batch_2,unlabeled,,Manufacturing,Civil Engineer
CAND_0077420,elite,,,Search_IR,set_1,batch_2,unlabeled,,Conglomerate,Civil Engineer
CAND_0098710,stratified,Top 25%,8+ years,NLP_LLM,set_1,batch_2,unlabeled,,Manufacturing,Project Manager
CAND_0072273,stratified,Top 25%,0-3 years,Analytics,set_1,batch_2,unlabeled,,Manufacturing,Sales Executive
CAND_0007146,stratified,Top 25%,3-5 years,Backend,set_1,batch_2,unlabeled,,E-commerce,Java Developer
CAND_0054473,stratified,Middle 50%,8+ years,Search_IR,set_1,batch_2,unlabeled,,Paper Products,Accountant
CAND_0061213,stratified,Top 25%,0-3 years,Platform_MLOps,set_1,batch_2,unlabeled,,Paper Products,Project Manager
CAND_0024443,stratified,Middle 50%,8+ years,Search_IR,set_1,batch_2,unlabeled,,IT Services,HR Manager
CAND_0018244,stratified,Bottom 25%,5-8 years,Analytics,set_1,batch_2,unlabeled,,Software,Business Analyst
CAND_0036319,stratified,Middle 50%,0-3 years,Search_IR,set_1,batch_2,unlabeled,,Manufacturing,Project Manager
CAND_0033220,stratified,Middle 50%,0-3 years,Non_Technical,set_1,batch_2,unlabeled,,IT Services,Accountant
CAND_0048139,stratified,Middle 50%,8+ years,Search_IR,set_1,batch_2,unlabeled,,Manufacturing,Project Manager
CAND_0058843,stratified,Bottom 25%,3-5 years,Platform_MLOps,set_1,batch_2,unlabeled,,Conglomerate,.NET Developer
CAND_0085291,stratified,Top 25%,8+ years,Search_IR,set_1,batch_2,unlabeled,,Manufacturing,Graphic Designer
CAND_0038542,stratified,Middle 50%,0-3 years,Search_IR,set_1,batch_2,unlabeled,,Manufacturing,Marketing Manager
CAND_0013297,stratified,Top 25%,8+ years,NLP_LLM,set_1,batch_2,unlabeled,,Conglomerate,HR Manager
CAND_0015027,stratified,Bottom 25%,3-5 years,Search_IR,set_1,batch_2,unlabeled,,Conglomerate,Accountant
