candidate_id,years_exp,experience_score,skill_match_count,skill_coverage,title_score,education_score,location_score,product_company_score,consulting_penalty,retrieval_score,availability_score,recruitability_score,market_demand_score,trust_score,technical_credibility_score,mobility_score,days_since_active,notice_period_days,github_activity_score,avg_assessment_score,semantic_score,industry,current_role,num_ai_skills,keyword_stuffing_count,career_anomaly_raw,raw_recruiter_response_rate,raw_notice_period,raw_open_to_work,years_exp_clamped,skill_inflation,skill_inflation_norm,keyword_stuffing_norm,weak_experience_flag,keyword_stuffing_risk,low_response,long_notice,not_open,inactive,behavioral_risk,honeypot_risk,sample_source,semantic_bucket,exp_bucket,stratum
CAND_0040259,8.8,1.0,6,0.6667,0.2,1,0,0.3333333333333333,0,0.0,0.44999999999999996,0.454,0.2368,0.839,0.088,0.7,28,60,-1.0,0.0,0.6766379,Conglomerate,HR Manager,2,3,0,0.64,60,False,8.8,0.22727272727272727,0.07575757575757576,0.13043478260869565,0.0,0.0,0.0,0.0,1.0,0.0,0.25,0.07651515151515152,elite,,,
CAND_0097246,4.2,0.8,3,0.3333,0.2,3,0,0.0,0,0.0,0.0,0.288,0.2762,0.409,0.1728,0.2,194,120,-1.0,29.2,0.676384,Manufacturing,HR Manager,2,3,0,0.18,120,False,4.2,0.47619047619047616,0.15873015873015872,0.13043478260869565,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.25555555555555554,elite,,,
CAND_0013264,3.9,0.3,5,0.5556,0.2,1,1,0.0,1,0.0,0.7000000000000001,0.585,0.2152,0.916,0.032,0.4,55,60,-1.0,0.0,0.67412806,IT Services,Civil Engineer,1,3,0,0.75,60,True,3.9,0.25641025641025644,0.08547008547008549,0.13043478260869565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02991452991452992,elite,,,
CAND_0034369,6.4,1.0,4,0.4444,0.2,2,1,0.0,0,0.2,0.0,0.391,0.381,0.656,0.09,0.7,188,150,-1.0,0.0,0.67260027,Manufacturing,Project Manager,3,4,0,0.52,150,False,6.4,0.46875,0.15625,0.17391304347826086,0.0,0.0,0.0,1.0,1.0,1.0,0.75,0.20468750000000002,elite,,,
CAND_0058489,11.3,0.7,4,0.4444,0.2,1,0,1.0,0,0.4,0.3,0.277,0.2984,0.492,0.076,0.2,47,60,-1.0,0.0,0.6714889,Conglomerate,HR Manager,1,6,0,0.1,60,False,11.3,0.08849557522123894,0.029498525073746312,0.2608695652173913,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.11032448377581122,elite,,,
CAND_0002631,5.6,1.0,5,0.5556,0.0,3,1,0.0,0,0.0,0.0,0.526,0.3506,0.561,0.024,0.5,91,90,-1.0,0.0,0.671339,Manufacturing,Operations Manager,3,5,0,0.49,90,False,5.6,0.5357142857142857,0.17857142857142858,0.21739130434782608,0.0,0.0,0.0,1.0,1.0,1.0,0.75,0.21250000000000002,elite,,,
CAND_0029699,10.2,0.7,5,0.5556,0.2,1,1,0.0,0,0.0,0.0,0.155,0.3078,0.81,0.096,0.2,92,150,-1.0,0.0,0.6707126,Software,Project Manager,3,5,0,0.11,150,False,10.2,0.29411764705882354,0.09803921568627451,0.21739130434782608,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.23431372549019608,elite,,,
CAND_0016695,5.5,1.0,3,0.3333,0.2,4,0,0.6666666666666666,0,0.2,0.0,0.418,0.1842,0.761,0.058,1.0,126,120,-1.0,0.0,0.6704923,Paper Products,Civil Engineer,1,4,0,0.55,120,False,5.5,0.18181818181818182,0.06060606060606061,0.17391304347826086,0.0,0.0,0.0,1.0,1.0,1.0,0.75,0.17121212121212123,elite,,,
CAND_0033243,10.6,0.7,4,0.4444,0.2,2,0,0.0,0,0.2,0.4,0.395,0.4284,0.882,0.082,0.5,238,90,-1.0,0.0,0.66971755,Software,Mechanical Engineer,3,6,0,0.23,90,True,10.6,0.2830188679245283,0.09433962264150943,0.2608695652173913,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0.1330188679245283,elite,,,
CAND_0091454,2.2,0.3,3,0.3333,0.2,2,0,0.0,0,0.0,0.3,0.531,0.1948,0.806,0.1,0.2,246,30,-1.0,0.0,0.66928554,Manufacturing,Mechanical Engineer,3,3,0,0.75,30,False,2.2,1.3636363636363635,0.45454545454545453,0.13043478260869565,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.2590909090909091,elite,,,
CAND_0034880,8.4,1.0,6,0.6667,0.2,2,0,0.0,0,0.0,0.4,0.281,0.338,0.68,0.03,0.4,195,90,-1.0,0.0,0.66868085,Software,Project Manager,2,4,0,0.41,90,True,8.4,0.23809523809523808,0.07936507936507936,0.17391304347826086,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0.12777777777777777,elite,,,
CAND_0020806,14.1,0.3,5,0.5556,0.2,2,0,0.0,0,0.2,0.15,0.538,0.4688,0.342,0.078,0.2,77,120,-1.0,0.0,0.6684677,Software,Civil Engineer,2,6,0,0.76,120,False,14.1,0.14184397163120568,0.047281323877068564,0.2608695652173913,0.0,0.0,0.0,1.0,1.0,0.0,0.5,0.116548463356974,elite,,,
CAND_0016666,11.0,0.7,4,0.4444,0.0,1,0,0.0,0,0.0,0.0,0.361,0.2688,0.529,0.0484,1.0,222,150,4.1,0.0,0.6677972,Manufacturing,Operations Manager,2,5,0,0.46,150,False,11.0,0.18181818181818182,0.06060606060606061,0.21739130434782608,0.0,0.0,0.0,1.0,1.0,1.0,0.75,0.17121212121212123,elite,,,
CAND_0092796,3.3,0.3,4,0.4444,0.2,1,0,0.0,0,0.0,0.0,0.261,0.3064,0.744,0.028,0.5,180,90,-1.0,0.0,0.66704065,Manufacturing,Mechanical Engineer,3,3,0,0.27,90,False,3.3,0.9090909090909092,0.30303030303030304,0.13043478260869565,0.0,0.0,0.0,1.0,1.0,1.0,0.75,0.2560606060606061,elite,,,
CAND_0096290,11.5,0.7,4,0.4444,0.2,2,0,0.0,0,0.2,0.0,0.499,0.3978,0.465,0.2072,0.2,213,150,49.8,0.0,0.6670396,Software,Business Analyst,3,4,0,0.4,150,False,11.5,0.2608695652173913,0.08695652173913043,0.17391304347826086,0.0,0.0,0.0,1.0,1.0,1.0,0.75,0.18043478260869567,elite,,,
CAND_0030386,4.5,0.8,4,0.4444,0.2,2,0,0.3333333333333333,0,0.0,0.4,0.552,0.1086,0.397,0.03,0.5,208,150,-1.0,0.0,0.66702604,Conglomerate,Civil Engineer,1,3,0,0.75,150,True,4.5,0.2222222222222222,0.07407407407407407,0.13043478260869565,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0.12592592592592594,elite,,,
CAND_0011505,14.7,0.3,5,0.5556,0.0,2,0,0.3333333333333333,0,0.0,0.15,0.484,0.3806,0.918,0.092,1.0,64,90,-1.0,0.0,0.6669954,Manufacturing,Operations Manager,1,3,0,0.13,90,False,14.7,0.06802721088435375,0.02267573696145125,0.13043478260869565,0.0,0.0,1.0,1.0,1.0,0.0,0.75,0.15793650793650796,elite,,,
CAND_0083384,6.5,1.0,4,0.4444,0.2,1,0,0.3333333333333333,0,0.0,0.15,0.185,0.3388,0.881,0.048,0.4,31,150,-1.0,0.0,0.66680133,IT Services,Sales Executive,2,3,0,0.14,150,False,6.5,0.3076923076923077,0.10256410256410257,0.13043478260869565,0.0,0.0,1.0,1.0,1.0,0.0,0.75,0.18589743589743593,elite,,,
CAND_0078518,11.3,0.7,4,0.4444,0.2,2,0,0.0,0,0.0,0.4,0.604,0.3862,0.636,0.028,0.4,213,90,-1.0,0.0,0.66665304,IT Services,Project Manager,3,5,0,0.7,90,True,11.3,0.2654867256637168,0.08849557522123892,0.21739130434782608,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0.13097345132743363,elite,,,
CAND_0031354,5.5,1.0,5,0.5556,0.2,1,0,0.3333333333333333,0,0.2,0.15,0.539,0.187,0.868,0.1412,0.2,131,60,29.8,0.0,0.6665882,Software,HR Manager,2,4,0,0.74,60,False,5.5,0.36363636363636365,0.12121212121212122,0.17391304347826086,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.14242424242424243,elite,,,
CAND_0023896,13.4,0.3,6,0.6667,0.0,2,0,0.0,0,0.0,0.4,0.434,0.324,0.691,0.4044,0.2,235,90,33.3,50.8,0.6661662,Software,Operations Manager,3,5,0,0.11,90,True,13.4,0.22388059701492538,0.0746268656716418,0.21739130434782608,0.0,0.0,1.0,1.0,0.0,1.0,0.75,0.17611940298507464,elite,,,
CAND_0089858,14.9,0.3,5,0.5556,0.0,1,1,0.0,0,0.2,0.15,0.295,0.3982,0.426,0.044,0.4,84,150,-1.0,0.0,0.6660877,Conglomerate,Operations Manager,2,4,0,0.31,150,False,14.9,0.1342281879194631,0.0447427293064877,0.17391304347826086,0.0,0.0,0.0,1.0,1.0,0.0,0.5,0.1156599552572707,elite,,,
CAND_0017362,5.1,1.0,3,0.3333,0.0,2,0,0.0,0,0.0,0.7000000000000001,0.42,0.4132,0.385,0.3296,0.4,31,60,11.8,53.1,0.6659352,Conglomerate,Operations Manager,3,3,0,0.27,60,True,5.1,0.5882352941176471,0.19607843137254902,0.13043478260869565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06862745098039215,elite,,,
CAND_0012598,11.6,0.7,3,0.3333,0.2,2,0,0.0,0,0.0,0.0,0.259,0.1492,0.83,0.048,0.7,136,120,-1.0,0.0,0.6655773,Manufacturing,HR Manager,1,3,0,0.4,120,False,11.6,0.08620689655172414,0.02873563218390805,0.13043478260869565,0.0,0.0,0.0,1.0,1.0,1.0,0.75,0.16005747126436784,elite,,,
CAND_0017718,11.8,0.7,4,0.4444,0.0,1,0,0.0,0,0.2,0.3,0.159,0.2916,0.516,0.09,0.2,198,30,8.5,0.0,0.6655149,IT Services,Operations Manager,3,6,0,0.06,30,False,11.8,0.2542372881355932,0.0847457627118644,0.2608695652173913,0.0,0.0,1.0,0.0,1.0,1.0,0.75,0.17966101694915257,elite,,,
CAND_0002140,5.8,1.0,4,0.4444,0.2,1,0,0.0,1,0.0,0.55,0.324,0.2956,0.517,0.032,0.9,232,60,-1.0,0.0,0.66546285,IT Services,Sales Executive,2,3,0,0.09,60,True,5.8,0.3448275862068966,0.1149425287356322,0.13043478260869565,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.14022988505747128,elite,,,
CAND_0036715,3.6,0.3,5,0.5556,0.2,1,0,0.0,0,0.0,0.3,0.557,0.262,0.805,0.028,0.5,166,30,-1.0,0.0,0.66545796,Manufacturing,Project Manager,2,3,0,0.71,30,False,3.6,0.5555555555555556,0.1851851851851852,0.13043478260869565,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.1648148148148148,elite,,,
CAND_0052750,9.6,0.7,4,0.4444,0.2,1,0,0.3333333333333333,0,0.0,0.0,0.457,0.3926,0.592,0.1656,0.2,119,120,34.9,0.0,0.66543293,Paper Products,Project Manager,3,3,0,0.67,120,False,9.6,0.3125,0.10416666666666667,0.13043478260869565,0.0,0.0,0.0,1.0,1.0,1.0,0.75,0.18645833333333336,elite,,,
CAND_0046300,5.3,1.0,5,0.5556,0.2,2,0,0.3333333333333333,0,0.0,0.0,0.541,0.4502,0.541,0.016,0.2,97,150,-1.0,0.0,0.66523135,Manufacturing,Project Manager,2,3,0,0.4,150,False,5.3,0.37735849056603776,0.12578616352201258,0.13043478260869565,0.0,0.0,0.0,1.0,1.0,1.0,0.75,0.19402515723270441,elite,,,
CAND_0010936,1.0,0.3,4,0.4444,0.0,2,0,0.0,1,0.0,0.0,0.573,0.441,0.673,0.13,0.2,206,120,11.0,0.0,0.664558,IT Services,Operations Manager,1,3,0,0.69,120,False,1.0,1.0,0.3333333333333333,0.13043478260869565,1.0,0.13043478260869565,0.0,1.0,1.0,1.0,0.75,0.29927536231884055,elite,,,
CAND_0067956,11.5,0.7,4,0.4444,0.2,1,0,0.0,0,0.0,0.55,0.22,0.1908,0.379,0.2664,0.2,220,60,43.1,0.0,0.6645273,Software,HR Manager,2,3,0,0.19,60,True,11.5,0.17391304347826086,0.057971014492753624,0.13043478260869565,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.12028985507246377,elite,,,
CAND_0015550,8.4,1.0,0,0.0,0.2,3,0,0.0,0,0.0,0.0,0.591,0.355,0.831,0.222,0.5,108,150,48.5,0.0,0.6643605,Manufacturing,Mechanical Engineer,0,0,0,0.57,150,False,8.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.75,0.15000000000000002,elite,,,
CAND_0045258,14.9,0.3,4,0.4444,0.2,3,0,0.0,0,0.0,0.7000000000000001,0.519,0.1006,0.611,0.2328,0.2,77,60,44.7,0.0,0.6641165,Manufacturing,HR Manager,2,5,0,0.57,60,True,14.9,0.1342281879194631,0.0447427293064877,0.21739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015659955257270694,elite,,,
CAND_0037919,9.6,0.7,5,0.5556,0.2,2,0,0.0,0,0.4,0.0,0.275,0.1274,0.947,0.1156,0.2,148,90,7.9,0.0,0.6640804,Software,Sales Executive,3,5,0,0.26,90,False,9.6,0.3125,0.10416666666666667,0.21739130434782608,0.0,0.0,0.0,1.0,1.0,1.0,0.75,0.18645833333333336,elite,,,
CAND_0023074,4.0,0.8,5,0.5556,0.2,3,0,0.0,0,0.0,0.7,0.25,0.338,0.302,0.06,1.0,26,90,-1.0,0.0,0.6638986,Manufacturing,HR Manager,3,3,0,0.13,90,True,4.0,0.75,0.25,0.13043478260869565,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.1875,elite,,,
CAND_0008995,14.1,0.3,3,0.3333,0.2,1,0,0.0,0,0.0,0.3,0.292,0.051,0.78,0.028,0.2,39,60,-1.0,0.0,0.66372764,Conglomerate,HR Manager,1,4,0,0.25,60,False,14.1,0.07092198581560284,0.023640661938534282,0.17391304347826086,0.0,0.0,0.0,0.0,1.0,0.0,0.25,0.058274231678487,elite,,,
CAND_0041149,13.7,0.3,4,0.4444,0.2,3,0,0.0,0,0.4,0.0,0.482,0.3734,0.82,0.082,0.4,210,150,-1.0,0.0,0.6635312,Software,Civil Engineer,3,7,0,0.56,150,False,13.7,0.21897810218978103,0.07299270072992702,0.30434782608695654,0.0,0.0,0.0,1.0,1.0,1.0,0.75,0.17554744525547447,elite,,,
CAND_0091727,6.6,1.0,5,0.5556,0.0,1,0,0.0,0,0.2,0.15,0.581,0.4034,0.44,0.094,0.2,106,60,-1.0,0.0,0.66342235,IT Services,Operations Manager,2,4,0,0.5,60,False,6.6,0.30303030303030304,0.10101010101010101,0.17391304347826086,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.13535353535353536,elite,,,
CAND_0060220,1.6,0.3,5,0.5556,0.2,2,0,0.0,0,0.0,0.3,0.737,0.152,0.504,0.002,0.2,76,60,-1.0,0.0,0.66337126,Software,HR Manager,3,3,0,0.71,60,False,1.6,1.875,0.625,0.13043478260869565,1.0,0.13043478260869565,0.0,0.0,1.0,0.0,0.25,0.3013586956521739,elite,,,
CAND_0032555,11.5,0.7,5,0.5556,0.2,1,0,0.0,0,0.2,0.0,0.533,0.3452,0.463,0.274,0.2,138,120,-1.0,43.5,0.6633443,Software,HR Manager,2,4,0,0.47,120,False,11.5,0.17391304347826086,0.057971014492753624,0.17391304347826086,0.0,0.0,0.0,1.0,1.0,1.0,0.75,0.1702898550724638,elite,,,
CAND_0012713,14.4,0.3,4,0.4444,0.2,2,0,0.6666666666666666,0,0.0,0.3,0.495,0.244,0.753,0.2796,0.5,38,60,-1.0,56.4,0.66331387,Manufacturing,HR Manager,1,7,0,0.6,60,False,14.4,0.06944444444444445,0.02314814814814815,0.30434782608695654,0.0,0.0,0.0,0.0,1.0,0.0,0.25,0.058101851851851856,elite,,,
CAND_0087192,2.8,0.3,4,0.4444,0.2,1,0,0.0,0,0.0,0.0,0.576,0.4862,0.77,0.022,0.5,157,90,-1.0,0.0,0.6632247,Manufacturing,Mechanical Engineer,1,3,0,0.39,90,False,2.8,0.35714285714285715,0.11904761904761905,0.13043478260869565,0.0,0.0,0.0,1.0,1.0,1.0,0.75,0.19166666666666668,elite,,,
CAND_0092070,5.9,1.0,4,0.4444,0.2,2,0,0.0,0,0.0,0.7,0.594,0.205,0.8,0.24,0.2,103,30,38.0,0.0,0.6631899,IT Services,Business Analyst,3,3,0,0.69,30,True,5.9,0.5084745762711864,0.1694915254237288,0.13043478260869565,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.10932203389830508,elite,,,
CAND_0077566,13.8,0.3,3,0.3333,0.2,2,0,0.0,0,0.0,0.4,0.534,0.1106,0.532,0.0,0.2,120,120,-1.0,0.0,0.6631126,IT Services,Project Manager,1,5,0,0.54,120,True,13.8,0.07246376811594203,0.024154589371980676,0.21739130434782608,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0.10845410628019324,elite,,,
CAND_0092362,4.6,0.8,4,0.4444,0.2,2,0,0.3333333333333333,0,0.0,0.55,0.588,0.329,0.8,0.002,0.7,184,60,-1.0,0.0,0.66288906,IT Services,Mechanical Engineer,0,3,0,0.69,60,True,4.6,0.0,0.0,0.13043478260869565,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.05,elite,,,
CAND_0003773,13.6,0.3,5,0.5556,0.2,2,0,0.6666666666666666,0,0.2,0.3,0.384,0.2646,0.497,0.1,0.9,155,30,-1.0,0.0,0.662748,IT Services,Project Manager,2,4,0,0.15,30,False,13.6,0.14705882352941177,0.049019607843137254,0.17391304347826086,0.0,0.0,1.0,0.0,1.0,1.0,0.75,0.16715686274509806,elite,,,
CAND_0089953,6.3,1.0,5,0.5556,0.2,1,0,0.0,0,0.0,0.15,0.271,0.2446,0.413,0.012,0.7,241,60,-1.0,0.0,0.6626155,IT Services,Project Manager,2,3,0,0.16,60,False,6.3,0.31746031746031744,0.10582010582010581,0.13043478260869565,0.0,0.0,1.0,0.0,1.0,1.0,0.75,0.18703703703703706,elite,,,
CAND_0059678,5.5,1.0,4,0.4444,0.2,1,0,0.0,0,0.0,0.7,0.382,0.3096,0.799,0.058,0.7,258,30,-1.0,0.0,0.66257745,Software,HR Manager,2,3,0,0.43,30,True,5.5,0.36363636363636365,0.12121212121212122,0.13043478260869565,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.09242424242424242,elite,,,
CAND_0036202,15.0,0.3,4,0.4444,0.2,2,0,0.0,0,0.0,0.3,0.347,0.3164,0.807,0.066,1.0,69,60,-1.0,0.0,0.6625197,IT Services,Business Analyst,1,3,0,0.62,60,False,15.0,0.06666666666666667,0.022222222222222223,0.13043478260869565,0.0,0.0,0.0,0.0,1.0,0.0,0.25,0.05777777777777778,elite,,,
CAND_0070583,14.2,0.3,4,0.4444,0.0,2,0,0.3333333333333333,0,0.0,0.15,0.391,0.0908,0.544,0.1496,0.2,54,150,-1.0,33.9,0.6624416,IT Services,Operations Manager,2,3,0,0.37,150,False,14.2,0.14084507042253522,0.04694835680751174,0.13043478260869565,0.0,0.0,0.0,1.0,1.0,0.0,0.5,0.11643192488262911,elite,,,
CAND_0022989,6.2,1.0,4,0.4444,0.0,2,0,0.0,0,0.0,0.0,0.327,0.3044,0.559,0.074,0.4,190,90,-1.0,0.0,0.6624329,IT Services,Operations Manager,3,3,0,0.45,90,False,6.2,0.48387096774193544,0.16129032258064516,0.13043478260869565,0.0,0.0,0.0,1.0,1.0,1.0,0.75,0.20645161290322583,elite,,,
CAND_0020974,1.1,0.3,5,0.5556,0.2,3,0,0.0,0,0.0,0.15,0.271,0.316,0.814,0.026,1.0,187,60,-1.0,0.0,0.6624205,Software,Civil Engineer,2,3,0,0.1,60,False,1.1,1.8181818181818181,0.6060606060606061,0.13043478260869565,1.0,0.13043478260869565,1.0,0.0,1.0,1.0,0.75,0.39472990777338607,elite,,,
CAND_0025660,9.4,0.7,3,0.3333,0.0,1,0,0.0,0,0.0,0.0,0.621,0.3406,0.578,0.026,0.4,220,120,-1.0,0.0,0.66240084,Software,Operations Manager,1,3,0,0.51,120,False,9.4,0.10638297872340426,0.03546099290780142,0.13043478260869565,0.0,0.0,0.0,1.0,1.0,1.0,0.75,0.1624113475177305,elite,,,
CAND_0014602,12.5,0.3,0,0.0,0.2,4,0,0.3333333333333333,0,0.0,0.4,0.342,0.2516,0.556,0.1828,0.2,147,90,38.7,0.0,0.66219735,Conglomerate,Sales Executive,0,0,0,0.45,90,True,12.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0.1,elite,,,
CAND_0039919,13.5,0.3,4,0.4444,0.2,1,0,0.6666666666666666,0,0.0,0.55,0.195,0.2466,0.68,0.1,0.2,56,150,-1.0,0.0,0.6621611,Paper Products,Civil Engineer,1,5,0,0.24,150,True,13.5,0.07407407407407407,0.024691358024691357,0.21739130434782608,0.0,0.0,0.0,1.0,0.0,0.0,0.25,0.05864197530864198,elite,,,
CAND_0054773,8.3,1.0,3,0.3333,0.2,4,0,0.0,0,0.2,0.15,0.376,0.3798,0.398,0.1812,0.2,207,60,30.8,0.0,0.66214347,Software,HR Manager,0,4,0,0.31,60,False,8.3,0.0,0.0,0.17391304347826086,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.1,elite,,,
CAND_0033450,10.3,0.7,0,0.0,0.2,1,0,0.0,0,0.0,0.55,0.243,0.3738,0.746,0.052,0.4,56,150,-1.0,0.0,0.6617427,Manufacturing,Mechanical Engineer,0,2,0,0.24,150,True,10.3,0.0,0.0,0.08695652173913043,0.0,0.0,0.0,1.0,0.0,0.0,0.25,0.05,elite,,,
CAND_0095111,10.6,0.7,5,0.5556,0.2,1,0,0.0,0,0.0,0.4,0.177,0.2674,0.268,0.118,0.7,148,90,-1.0,29.5,0.6614728,IT Services,Business Analyst,3,5,0,0.15,90,True,10.6,0.2830188679245283,0.09433962264150943,0.21739130434782608,0.0,0.0,1.0,1.0,0.0,1.0,0.75,0.18301886792452832,elite,,,
CAND_0052316,8.5,1.0,3,0.3333,0.2,2,0,0.0,0,0.0,0.0,0.509,0.2746,0.469,0.072,0.4,251,90,-1.0,0.0,0.6614126,Conglomerate,HR Manager,3,3,0,0.32,90,False,8.5,0.35294117647058826,0.11764705882352942,0.13043478260869565,0.0,0.0,0.0,1.0,1.0,1.0,0.75,0.1911764705882353,elite,,,
CAND_0035411,2.3,0.3,4,0.4444,0.2,3,1,0.0,0,0.0,0.4,0.666,0.2242,0.719,0.1124,0.7,181,90,-1.0,20.6,0.66131294,IT Services,HR Manager,2,5,0,0.66,90,True,2.3,0.8695652173913044,0.2898550724637681,0.21739130434782608,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0.20144927536231882,elite,,,
CAND_0087580,4.1,0.8,1,0.1111,0.2,3,0,0.0,0,0.0,0.3,0.515,0.3332,0.793,0.2336,1.0,36,60,36.4,0.0,0.6610978,Software,Mechanical Engineer,0,0,0,0.71,60,False,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.25,0.05,elite,,,
CAND_0041255,1.5,0.3,3,0.3333,0.2,3,0,0.0,0,0.0,0.3,0.336,0.2504,0.58,0.1872,0.2,127,30,-1.0,25.3,0.66098034,Software,Business Analyst,2,3,0,0.45,30,False,1.5,1.3333333333333333,0.4444444444444444,0.13043478260869565,1.0,0.13043478260869565,0.0,0.0,1.0,1.0,0.5,0.2881642512077295,elite,,,
